navn,symbol,storkreds,kmeans,x,y,x_pca,y_pca,y2_pca
Abbas Razvi,B,Københavns Omegns Storkreds,Å,-23.657970000000002,12.99826,-5.292348657978438,1.6693152711045578,-1.393208060692771
Aksel Rosager Johansen,Ø,Vestjyllands Storkreds,Ø,-37.002132,-4.839615,-7.487408032181353,1.7936377124490583,1.78615996788012
Aleksander Myrhøj,F,Østjyllands Storkreds,F,-28.089304,-6.173600700000001,-7.42786432462137,-1.1414455488787694,0.8258757756789282
Alex Rosenbæk,O,Vestjyllands Storkreds,O,26.042374,-9.555613000000001,3.978779662020185,-3.557744734965302,2.6959093205167046
Alex Ahrendtsen,O,Fyns Storkreds,O,28.631378,-17.537928,6.176783367842462,-4.1067086450616195,1.7683393151543165
Alex Vanopslagh,I,Vestjyllands Storkreds,I,33.426884,17.354917999999998,6.980894737253014,5.84928543750315,1.122309857182822
Alexander Grandt,S,Fyns Storkreds,S,-15.164821,-9.585173,-4.372731215625939,-1.629551325187552,0.6196701080959783
Ali Aminali,C,Østjyllands Storkreds,V,23.82722,-11.012258000000001,5.414694871092128,-2.430138980937987,-0.8186432563155442
Allan Norré Pedersen,F,Nordjyllands Storkreds,Å,-28.88908,2.0517273,-7.4393567732618715,1.2628678004425322,-0.7526114378323955
Allon  Hein Sørensen,Å,Nordsjællands Storkreds,F,-24.816451999999998,1.483824,-7.009268317647276,1.0896548385026499,1.2490407056912518
Amalie Mørkøre Højsholt,B,Nordjyllands Storkreds,S,-10.372631,12.3996,-3.159118299931449,-2.5301202280330983,0.17042874737442198
Anders Samuelsen,I,Nordsjællands Storkreds,I,33.249733,15.285997,7.4609840426465075,4.9872232643491055,0.13400730550068465
Anders Kronborg,S,Sydjyllands Storkreds,S,-12.132408,-10.921816,-3.1994238822480194,-3.0339607195009832,-0.22892811645206143
Anders Houdam Andreasen,S,Vestjyllands Storkreds,F,-21.176975,-7.538863,-5.568329464513258,-1.8289068466487814,-0.07128292524814626
Anders Funch Engelstad,F,Fyns Storkreds,F,-29.302809999999997,-0.47899482,-5.822279234100361,-0.13846074237850697,0.5580915889880743
Anders Johansson,C,Københavns Storkreds,C,15.021526000000001,2.970796,5.285992604309724,-1.3759584026547187,-3.7494879510203845
Anders Krojgaard Lund,C,Østjyllands Storkreds,V,26.519606,1.9886240000000002,8.869696581831692,0.4749529814437086,-1.7704572116713753
Anders  Stjernholm,Å,Københavns Omegns Storkreds,F,-24.346617000000002,0.48793063,-7.6580856135398685,0.8570092162111228,0.6895772326385137
Anders Bøge,F,Vestjyllands Storkreds,F,-22.175774,-8.290796,-4.9279084846769905,-1.3315655598187934,-0.655108087471046
Anders Udengaard,F,Vestjyllands Storkreds,F,-24.732471,2.8036513,-6.6686788748873695,1.3369811482851963,0.4677086580937446
Andreas Pourkamali,B,Københavns Storkreds,Å,-24.061615,3.7146995,-7.345565182215218,2.3100425169029286,-1.100441930067987
Andreas Steenberg,B,Vestjyllands Storkreds,B,-15.211654000000001,7.790217999999999,-5.235686215220945,1.0630973224228566,-1.9785253918342687
Andreas Skielboe,Å,Vestjyllands Storkreds,Å,-26.825043,12.492813,-5.739497244185946,0.11742059544806452,-1.4410696356422819
Andreas Peters-Lehm,K,Nordsjællands Storkreds,B,-17.847479,12.581903,-1.8814033166901765,3.7110342877385505,-2.745965744691296
Andreas Brøgger Albertsen,F,Vestjyllands Storkreds,F,-30.558401,-2.6912947,-6.683187684490636,-1.3284841744685512,0.708867507620341
Ane Halsboe-Jørgensen,S,Nordjyllands Storkreds,S,-10.559585,-9.563324,-3.1842085852758832,-5.4697330547657215,-0.8356966755164554
Anette Skafte,O,Københavns Omegns Storkreds,O,29.167168,-12.836882000000001,5.758018183666528,-4.629181590698912,3.777021141585236
Anette Svindborg,O,Vestjyllands Storkreds,O,29.791828000000002,-8.928215,3.3814527062145032,-5.087490788324773,3.683630146829103
Anette Abildgaard Larsen,C,Sydjyllands Storkreds,C,15.812551999999998,2.5554402,6.436867907203385,-1.1221295501555018,-3.365725272404378
Anette Prang,E,Københavns Omegns Storkreds,D,38.81269,5.114916,3.5748514139515937,1.004443950801522,2.155165020348065
Anja Smedstrup Christensen,K,Østjyllands Storkreds,K,-8.366918,6.0653553,-1.4860809054494664,0.42469554229554557,-2.210216544043528
Anna Brændemose,F,Østjyllands Storkreds,F,-29.281599,-5.2558737,-8.166221304720613,-0.02743592138833106,2.4283869950392725
Anna Ockelmann,F,Nordsjællands Storkreds,F,-29.735498,-3.8264690000000003,-8.154482194254559,0.5679676199816316,1.9624368353171713
Anna Aaen,Ø,Nordjyllands Storkreds,Ø,-32.822790000000005,-7.852524000000001,-5.990275282581256,-0.2710784231280616,3.1838003751131043
Anna Berg,Ø,Københavns Omegns Storkreds,Ø,-33.73639,-5.868143,-6.7689272621529675,0.5864131800559053,3.5693387751738332
Anna Libak,V,Nordsjællands Storkreds,V,28.094946000000004,5.131444,7.794747729632728,1.9217186264520068,-0.6245991605033915
Anne Honoré Østergaard,V,Nordjyllands Storkreds,V,21.280947,1.5782136999999998,5.768139278259278,-0.005327598890559173,-2.0798039576827594
Anne Paulin,S,Vestjyllands Storkreds,S,-5.933193,-6.1299543,-2.069741632893296,-2.333962610384478,-0.4186233110344945
Anne Madsen,S,Sjællands Storkreds,S,-14.333495000000001,-4.184321,-4.533928059584168,-2.2701390897582976,-0.8828948546904181
Anne Sina,S,Københavns Omegns Storkreds,S,-15.295028,-6.234892400000001,-4.439961911793476,-3.381306148070204,-0.8577458593934321
Anne Skau Styrishave,B,Fyns Storkreds,B,-21.334272,7.242909,-6.086263732048895,2.311669069071016,-1.2294485500308918
Anne Hegelund,Ø,Østjyllands Storkreds,Ø,-35.784442999999996,-7.445558500000001,-8.069868464131249,1.1003698207355592,3.7672636182502757
Anne Grønlund,K,Københavns Storkreds,K,-9.698423,5.886501,-3.353464499965309,-0.8797503181632517,-1.7299947773692406
Anne Rasmussen,V,Københavns Storkreds,C,15.06727,1.0481995000000002,5.4706293875974685,-0.8569656996562495,-2.130470420015712
Anne Grete Kamilles,Å,Sjællands Storkreds,F,-29.035428999999997,1.5153711,-7.823094344452211,1.17671177493565,0.12409437285227086
Anne Marie Jørgensen,K,Nordjyllands Storkreds,K,-10.418375,6.615211500000001,-3.6987276383866385,-2.1988697327032294,-1.7438463895604102
Anne Marie Buch,D,Sydjyllands Storkreds,D,44.744507,-2.2093787,7.2407810499559915,0.32807536535031306,1.4855027603339812
Anne Sophie Callesen,B,Østjyllands Storkreds,B,-15.211869,4.9878936,-4.908251587257169,1.4288396208721876,-2.0574917705550604
Anne Valentina Berthelsen,F,Sjællands Storkreds,F,-29.507065,-2.5298933999999997,-7.75305788795363,-0.1383050604268027,0.43224295324694634
Anne-Louise  Lopez Bøttger-Rasmussen,Å,Nordjyllands Storkreds,Å,-29.588243,3.3125951000000002,-6.275794978594268,1.302126321138831,-0.7923963569006782
Annemarie Bjerre,K,Vestjyllands Storkreds,K,-10.553408000000001,6.758267,-2.406310870270069,-1.3361751578781338,-1.6746915566748457
Annemette Schønberg Johnsen,F,Sjællands Storkreds,Å,-30.308190000000003,1.8036444999999999,-7.4514396951969495,0.174617230790153,-0.07903332880470246
Annette Skov Andersson,D,Fyns Storkreds,D,43.059353,-0.96083784,8.174458788300571,1.2910098620897765,2.052238993397348
Annette Tandrup Beier Andersen,O,Sydjyllands Storkreds,O,29.157988,-12.758078999999999,4.374412305145304,-3.5446063673205317,3.496574999567372
Annette Lind,S,Vestjyllands Storkreds,S,-9.376405,-8.432496,-1.5958526654418907,-4.669537175744231,0.385964599711867
Anni Matthiesen,V,Sydjyllands Storkreds,V,19.965868,-0.5867002,5.030059935496119,-1.7973476934171706,-3.54955082028745
Annie Hagel,Ø,Nordsjællands Storkreds,Å,-30.583354999999997,10.370814999999999,-7.593431946238746,2.2885141115435856,0.06960089245689682
Annika Holm Nielsen,Ø,Københavns Omegns Storkreds,Ø,-39.679435999999995,-6.1497145,-6.8233709418287365,2.6610188180778285,3.00873864659997
Araz Khan,V,Fyns Storkreds,V,25.101658,5.4775248,5.581256775974186,1.2614382911632216,-1.501696033262777
Asbjørn Gerting Olsson,O,Københavns Omegns Storkreds,O,25.395868,-10.94164,4.600453961928857,-5.243092654249553,1.752968196625834
Asbjørn William  Ammitzbøll Flügge,Å,Københavns Storkreds,Å,-30.393648,10.181086,-7.169622619313424,2.373096400643237,-1.2752103718891548
Astrid Carøe,F,Sjællands Storkreds,F,-29.730496999999996,-2.8126845,-7.642305358998884,-0.6960338176667321,0.9855154198139622
Astrid Krag,S,Sjællands Storkreds,S,-9.80733,-8.232405,-1.4992464172407862,-4.493227179464334,-0.11793654125275962
Balder Mørk Andersen,F,Københavns Storkreds,Å,-26.725775,1.8274881,-7.542750689739184,1.2416301346773562,-0.3864433809849595
Bassam El-Daoud,B,Østjyllands Storkreds,B,-15.576562,7.744813000000001,-4.855591191013772,1.5752156354045574,-1.9541700836759381
Benny Engelbrecht,S,Sydjyllands Storkreds,S,-8.183231,-8.753347,-0.8784179211855753,-4.923960045015601,-1.149317363018771
Benny Dall,Ø,Sydjyllands Storkreds,Ø,-37.162690000000005,-6.826702,-7.812868774186168,0.9946656380816842,2.685163506608347
Benny Bindslev,D,Fyns Storkreds,D,43.268864,-2.0718023999999997,8.714056146485484,0.5277380847204857,2.021488348187212
Bent Bøgsted,O,Nordjyllands Storkreds,O,34.214996,-11.722281,8.642925190240174,-3.5927606793292437,2.928482410184019
Bente Johansen,B,Bornholms Storkreds,Å,-31.33338,11.813719,-6.759756790792233,1.7297595445890832,-0.7784181017193692
Berit Raldin,Ø,Nordjyllands Storkreds,Ø,-35.76961,-7.938271,-7.2963305208577935,0.3300083475127042,2.8327783299540084
Bertel Haarder,V,Sjællands Storkreds,V,19.186410000000002,4.383508999999999,5.904990287616047,-0.6469705786955152,-3.2822080429695966
Bertram Kjær Johansen,Å,Bornholms Storkreds,Å,-23.723825,6.635457000000001,-4.53487253059353,0.6410939862918316,-1.5124503707011134
Betina Skovby,F,Københavns Omegns Storkreds,F,-27.841820000000002,-6.5085135,-6.891785885007046,-1.4239615371498056,0.659569013500298
Betina Signe Stick,O,Fyns Storkreds,O,28.863783,-13.824741,4.855834903344339,-5.054426610979647,2.4308720909533843
Bina  Aylen Seff,Å,Nordsjællands Storkreds,F,-26.378529999999998,-1.0363733,-7.7479273057524995,0.7802628549871019,0.6036395586955152
Birger Niemann,E,Sjællands Storkreds,C,23.119329999999998,5.3224316,1.7296342258178636,-0.7790843633458536,-1.3850047507105947
Birgit Jakobsen,K,Østjyllands Storkreds,K,-9.087782,6.799254400000001,-3.3273585502326752,-0.8583852933244173,-2.8284871902178765
Birgitte Kehler Holst,Å,Østjyllands Storkreds,Å,-33.543663,8.307255,-6.533523094690172,1.3999655666764173,-0.9589598963510008
Birgitte Vind,S,Sydjyllands Storkreds,S,-16.560285999999998,-3.51214,-4.09106450419353,-2.7872254308764886,-1.76162601164636
Birgitte Bergman,C,Nordsjællands Storkreds,C,14.864536,4.371090000000001,5.010662663512501,0.29529690514131557,-4.3177634595518075
Birte M. Andersen,V,Østjyllands Storkreds,V,16.204601,-2.9224843999999996,5.5769479684854355,-2.082022333660149,-3.166934987644287
Bjarne Laustsen,S,Nordjyllands Storkreds,S,-9.306764999999999,-7.407286,-1.317424404234337,-4.371075192228356,-1.0389521939544495
Bjarne  Aasø,Å,Sydjyllands Storkreds,Å,-33.735638,7.431051700000001,-6.08519190807432,0.7372050257264975,-2.2819839029400235
Bjarne Hartung Kirkegaard,K,Bornholms Storkreds,K,-5.913138,6.539662,-0.2441132380116039,-1.9235448195792146,-3.175634177624258
Bjørn Brandenborg,S,Fyns Storkreds,S,-13.133687,-9.5877075,-3.382591916820933,-3.615215405185323,-0.3379380629955095
Bo Libergren,V,Fyns Storkreds,V,22.228057999999997,-2.5962908,6.975486079341508,-0.22466709524019443,-1.410203755796141
Bo Sandroos,V,Københavns Storkreds,C,14.768434,4.5414295,5.1820936136716895,0.13023232342161806,-3.880477069197033
Bo Sand Kristensen,O,Vestjyllands Storkreds,O,31.25938,-12.475797,6.096596303641305,-3.3470990177656548,1.8743084568472983
Bo Nygaard Larsen,B,Sjællands Storkreds,B,-30.269115000000003,13.800747,-3.4097582394271138,4.818840587108662,-1.7779623724738527
Bo Ritterbusch,I,Nordjyllands Storkreds,I,30.08447,15.259547,6.687415703073484,5.668211448496992,0.6774741098434807
Bo Kleis Christensen,D,Sydjyllands Storkreds,D,41.668846,-1.5722642,8.313478843489959,1.051906132483327,2.1321581572170754
Bo Erik  Hansen,D,Sjællands Storkreds,D,42.716183,-0.84280014,8.430970580102239,1.3821090458083585,2.155582674064571
Bob Richard Nielsen,D,Sjællands Storkreds,D,40.035816,0.055178244,8.264295504267489,2.5215298125866195,2.9240122878586536
Brian Mørch,O,Sjællands Storkreds,O,27.180346000000004,-15.526237,4.31511705830397,-5.137413524012927,2.6237678308677057
Brian Bruun,O,Københavns Storkreds,O,30.019959999999998,-17.174554999999998,4.700918280710371,-3.5549147918872865,3.577817377167158
Brian Bressendorff,S,Sjællands Storkreds,S,-26.689114,-7.743889,-5.168376943037782,-2.560558003737162,0.08717114905123806
Brian Schou Brandt,E,Bornholms Storkreds,K,-9.808074000000001,-0.5950062,-0.0452618897113041,-1.0104915316176877,1.000850217153755
Brian  Bruhn,Å,Vestjyllands Storkreds,Å,-24.92831,10.757058,-5.974968332405184,0.8774562265372775,-1.634171288921904
Brigitte Klintskov Jerkel,C,Sjællands Storkreds,C,13.827936,1.4098349,7.66676711665034,-0.1952577102518504,-2.5282901662359643
Britt  Bager,V,Østjyllands Storkreds,V,17.523096,-3.4871790000000003,6.317340012805771,-2.379091911422783,-2.926503800449257
Britta Bitsch,F,Sydjyllands Storkreds,F,-27.308138,-2.0919008000000003,-8.206022933760302,0.7677775042816871,0.6243757436559138
Britta Glønborg Kristensen,K,Nordsjællands Storkreds,K,-10.01125,7.5910706999999995,-2.7412625236670283,-1.3724286657907567,-3.2555330834917457
Britta Thomsen,K,Sydjyllands Storkreds,K,-7.7731924,9.691094,-1.3493210974417242,1.6432719181564541,-1.1553347855761802
Bruno Skibbild Christensen,K,Sjællands Storkreds,B,-17.917906,3.2645736000000003,-4.848848256394249,1.0086250917352655,-0.9114638735070999
Bruno Jerup,Ø,Sjællands Storkreds,Ø,-33.76978,-7.336500999999999,-7.410454831985546,0.4206078733199619,2.7252434860176438
Camilla Hersom,B,Fyns Storkreds,Å,-27.176622,9.382792,-6.38859367815752,1.2474226488824087,-2.230740206690956
Camilla Kampmann,B,Nordsjællands Storkreds,Å,-35.61996,9.051923,-5.610829257042585,2.543987605603748,-2.2073224924397303
Camilla Fabricius,S,Østjyllands Storkreds,S,-18.028917,-4.668092700000001,-5.129863795949181,-3.2503082897870477,0.48664710709709863
Camilla  Bundgaard,Å,Nordjyllands Storkreds,F,-19.813871,-5.240155000000001,-5.576945258310531,-2.477524401844356,-0.4205762239356303
Camilla Louise Lydiksen,C,Fyns Storkreds,C,16.212695999999998,2.0351470000000003,6.0200110236969016,-1.9637363438619535,-3.3007883768292974
Camille Hvillum,Ø,Fyns Storkreds,Ø,-35.232642999999996,-11.758934,-7.146841986890917,0.888770879018902,3.7732207727806655
Carl Valentin,F,Københavns Storkreds,F,-28.013914,-2.9470400000000003,-8.394495061309138,0.910046944205435,1.876920155117349
Carolina Magdalene  Maier,Å,Københavns Storkreds,Å,-26.84184,10.296491,-6.504397560333629,1.2352485912272362,-2.1669181750192967
Caroline Mathilde Reitzel,D,Østjyllands Storkreds,D,43.498905,-1.5201768,8.882826020050535,1.083842737577538,2.377298429192016
Carsten Kudsk,O,Fyns Storkreds,O,33.880047,-13.13667,7.61079674981555,-5.084258699018549,3.2980434063846484
Carsten Borup,Å,Østjyllands Storkreds,Å,-34.153625,8.473054,-5.437789272083643,2.080770396692105,-1.7845627198038838
Carsten Bach,I,Fyns Storkreds,I,32.3659,17.387438,5.704375590599111,6.517735803975517,0.42171260335172667
Carsten Kissmeyer,V,Vestjyllands Storkreds,V,29.64455,-4.0507593,5.274260877504217,-1.8558549819799346,-0.28713934342077685
Carsten Ullmann Andersen,O,Københavns Storkreds,O,32.699709999999996,-13.260682999999998,6.795411706953149,-5.029685698069667,2.103593185629594
Carsten Normann Munk,P,Sydjyllands Storkreds,O,28.1201,-9.614645,3.885937128741632,-1.5847231462651754,3.4216731950786143
Caspar Stefani,C,Københavns Storkreds,D,28.126965999999996,7.985874000000001,7.538971780393648,1.813290647822901,0.1319425328126758
Casper Pedersen,Ø,Nordsjællands Storkreds,Ø,-40.32591,-8.307491,-5.955867139564785,1.202162833314684,4.496698745504427
Casper Hedegaard,B,Nordjyllands Storkreds,B,-17.962729,5.8804893,-5.400332417016305,0.060385082012096324,-0.562868430039912
Casper Pedersen,V,Københavns Storkreds,I,28.22529,17.813372,3.268348197094927,5.470518617203474,-1.2821196225106906
Chang Lembirk,P,Sjællands Storkreds,O,26.36243,-14.444485999999998,4.725026195452429,-3.5689443529498095,2.0226290909512135
Charlotte Birk Bruun,Å,Sjællands Storkreds,Å,-32.98076,5.5786924,-6.617525386539575,0.7732132830770665,-0.5422194948212012
Charlotte Munch,V,Københavns Omegns Storkreds,V,17.086868,-1.8344438000000003,6.726836950501774,-2.2845036849214058,-2.457340968342527
Charlotte Bisserup Bechfeldt,V,Sjællands Storkreds,V,21.737904,0.5272786,6.672077152633662,1.286918283573011,-2.0448428080668446
Charlotte Poulsen,F,Sjællands Storkreds,F,-21.769295,-9.483369999999999,-6.051206462815057,-0.6737420059920246,0.7206682834159095
Charlotte Vindeløv,F,Østjyllands Storkreds,F,-23.546095,-5.825863,-6.188709178690374,-1.2767008018112023,-0.24635866790047814
Charlotte Broman Mølbæk,F,Østjyllands Storkreds,F,-25.345913,-2.1153986000000002,-7.433279371879225,-0.960501854993505,1.1686463465882244
Charlotte Green,C,Østjyllands Storkreds,C,22.757109,4.122466,3.5463079845947676,-1.140357560433707,-3.477229172842576
Cheanne Nielsen,O,Københavns Storkreds,O,31.067007,-11.976343,6.692731626548642,-3.756856391412703,2.538710893704677
Cherif Tomra Ayouty,D,Københavns Storkreds,D,41.963318,0.31343898,8.17922127517379,2.099603718727002,2.69585475362831
Chresten H. Ibsen,UP,Østjyllands Storkreds,Å,-20.134909,-10.630769,-1.9914758208671162,0.10584229742921673,1.0730766893581436
Christen Sørensen,S,Østjyllands Storkreds,F,-18.046011,-5.703501999999999,-4.537339261718366,-1.2926280168038566,0.2708594329516863
Christian Rabjerg Madsen,S,Sydjyllands Storkreds,S,-7.564833,-11.842353999999998,-1.2407779317851193,-4.483958444987694,-2.8145072335656813
Christian Langballe,O,Vestjyllands Storkreds,O,28.07392,-14.346741,6.851069972095216,-3.4388385832815405,2.2013322523509626
Christian  Gade Bjerrum,Å,Nordjyllands Storkreds,Å,-30.750843,8.725538,-5.76120024279678,2.0722039969347033,-0.2830449611525689
Christian Juhl,Ø,Sjællands Storkreds,Ø,-38.49373,-6.4779935,-8.11685685632597,1.2692964539829084,3.5725387556063666
Christian B. Olesen,UP,Københavns Omegns Storkreds,Ø,-32.2117,-12.542786999999999,-3.3201179138519357,2.200480934541914,4.231072657475792
Christian  Poll,Å,Nordsjællands Storkreds,Å,-29.269627000000003,8.873033,-7.218480170727857,3.0967143256897445,-1.107860216751502
Christina Egelund,I,Nordjyllands Storkreds,I,30.035690000000002,16.332495,6.0061582980622,6.69509567173906,-0.10361141272744083
Christina Thorholm,B,Nordsjællands Storkreds,S,-19.383825,-3.3859513,-4.094939783639928,-2.5435285207269125,-1.1762452935166638
Christoffer Aagaard Melson,V,Sydjyllands Storkreds,V,26.153467000000003,-1.7088756999999999,7.127177847762725,-0.5407036830680849,-2.335847770707012
Claus Christensen,V,Sydjyllands Storkreds,V,17.143589000000002,-2.3727438,6.840873849720698,-2.5907259116271786,-2.672360878535024
Claus Hasselmann,S,Københavns Storkreds,S,-15.370182999999999,-6.9298677,-4.526706247928188,-2.9899882190271825,-0.13498756077863538
Claus Hjort Frederiksen,V,Nordsjællands Storkreds,V,17.833935,-4.1014957,4.917164910812151,-3.2641264277904063,-2.931574035219131
Claus Kvist Hansen,O,Østjyllands Storkreds,O,25.436384,-11.83953,5.384331076539953,-3.8555907843268535,1.4126201376768868
Claus Bøgh Svenningsen,D,Københavns Omegns Storkreds,D,44.2436,-1.313965,8.904746993978252,0.2442613883417051,3.0779299756216045
Claus  Jansson,Å,Sjællands Storkreds,Å,-21.389418,0.55248845,-4.52558888805815,0.3518935269791738,0.6271396260692494
Claus Hermansen,I,Nordjyllands Storkreds,I,33.751263,18.850567,5.916226006981736,6.634472709170059,0.8976116364666649
Colette Brix,V,Københavns Omegns Storkreds,D,30.700322999999997,1.7413203000000002,7.280139798484622,1.3546614954257128,-0.18661902424898058
Daisy Nykjær-Andersen,B,Sydjyllands Storkreds,B,-14.297984,8.128057499999999,-5.070916692528073,1.4859609148632213,-2.737319855468496
Dan Jørgensen,S,Fyns Storkreds,S,-9.671332000000001,-10.963417,-2.466403655604627,-5.21958411453599,-1.6308767192116442
Daniel Nyboe Andersen,B,Nordjyllands Storkreds,B,-17.924896,8.123014999999999,-5.1948098464084485,2.768172294617588,-2.1154077106776863
Daniel Toft Jakobsen,S,Østjyllands Storkreds,S,-12.571291,-8.153932000000001,-3.745664362888903,-2.3078466762282512,-1.6803776083645883
Daniel Blak Pedersen,C,Sjællands Storkreds,C,22.54241,3.5410568999999996,2.5902322920643575,-2.0373979283530153,-2.307691475886443
Danni Olsen,O,Københavns Omegns Storkreds,O,28.390406,-12.330166,4.781479852481203,-3.4411381385824154,3.1210977845379753
Danny Malkowski,I,Københavns Storkreds,I,29.886278000000004,17.641714,4.760025475125324,7.757762262494211,1.2041672806080355
David Bertelsen,I,Københavns Storkreds,I,32.146698,15.933379,5.953187206520899,6.679620716940759,1.590979226419881
David Jakobsen,K,Nordjyllands Storkreds,D,34.902695,19.351809,4.556429778965625,3.7411316373662484,-0.6449721779850232
David Trads,S,Nordsjællands Storkreds,S,-17.566887,-4.597717299999999,-4.389292206369914,-1.6273779170880511,0.6483155887792014
David Munk-Bogballe,C,Østjyllands Storkreds,D,45.323402,-0.4857648,7.410679886388746,2.3370600553940837,0.321707392258504
David Gulløv,C,Sydjyllands Storkreds,C,13.5871525,3.1288438,4.18935041912503,-1.5757939558151317,-3.2591553049743878
David Rønne,Ø,Københavns Storkreds,Ø,-37.872787,-9.870142999999999,-7.335305102145639,1.5553857236138013,2.3607180506030025
Dennis Flydtkjær,O,Vestjyllands Storkreds,O,31.522764000000002,-12.530547,5.864960677877678,-2.4616145608798057,2.125210609764416
Dennis Ejby Schmock,B,Københavns Omegns Storkreds,Å,-25.68368,8.602644,-6.9610134329235,2.3385811763516067,-1.1400161501085813
Dennis Kronborg,E,Østjyllands Storkreds,S,-11.966432000000001,14.696309,1.2336124410254938,0.26351883403706083,-0.3692445113292404
Ditlev Otte-Trojel,D,Nordsjællands Storkreds,D,41.861244,-2.0648146,8.811440729510506,1.0517381925568638,2.018170454730474
Ditte  Madvig Evald,Å,Sydjyllands Storkreds,Å,-29.89596,7.3070107,-7.355614722242521,0.16373358018599893,-0.5839804822421955
Ditte Helene Rasmussen,F,Fyns Storkreds,F,-27.580911999999998,-3.000418,-8.639795639162495,0.4527362990692215,1.444690094235292
Dorte Nørbo,F,Nordsjællands Storkreds,F,-22.658731,-2.220194,-6.327335952674373,0.44211029691115106,-0.07018013701924702
Dorthe Hindborg,S,Østjyllands Storkreds,S,-13.226865,-9.529318,-3.6294784308410337,-3.032215508086852,-0.7106650121224107
Ebbe Arnfeldt Hansen,F,Københavns Storkreds,B,-30.608238,-11.97792,-5.875776987959647,1.2688983744880544,0.4844990272079226
Edvard  Korsbæk,Å,Sydjyllands Storkreds,Å,-29.5413,4.191336,-5.560366901945631,1.384406218304154,-1.3950365643418758
Egil Fabritius Hulgaard,C,Nordsjællands Storkreds,C,17.162363,4.917605,4.670377191108954,0.10799632445381255,-2.4439121208289665
Ellen Trane Nørby,V,Sydjyllands Storkreds,V,19.862604,-3.6068040999999997,5.512137352916594,-1.8823080743881886,-2.7787670793565993
Else Kayser,Ø,Østjyllands Storkreds,Ø,-38.15282,-5.8090167,-7.439060683226878,1.304666299218052,2.470369863213054
Emil Blücher,I,Sjællands Storkreds,I,31.626678000000002,17.998714,6.132565988168703,6.942955602453865,0.7095303571803607
Emma  Thorup Jacobsen,F,Vestjyllands Storkreds,F,-32.745514,-1.8265592000000002,-5.160271295427664,-0.6878700566617927,1.9740625568653745
Erik Christensen,S,Fyns Storkreds,S,-5.9404864,-9.719307,-0.6198869941227981,-4.245065718304824,-1.6253559282062155
Erik Høgh-Sørensen,O,Nordjyllands Storkreds,O,31.53652,-9.292966,4.4549876573534455,-3.688381257334701,3.315826312092304
Erik Lund,C,Nordsjællands Storkreds,C,13.701541,3.6777222000000003,4.578821753891091,-0.3026382501792012,-2.164996673209849
Erling Bonnesen,V,Fyns Storkreds,V,18.892893,-0.3296252,8.303338072396713,-0.8751140497623577,-2.244972039261543
Esper Thidemann,K,Østjyllands Storkreds,K,-4.956449,8.523108,-1.1581717863987295,-0.9746644441798519,-2.379182429868469
Eva Guldfred,K,Sjællands Storkreds,K,-14.146120999999999,11.447097,-2.6781869995915764,-1.102406681604814,-3.9714097527632943
Eva Jørgensen,O,Fyns Storkreds,O,22.973698000000002,-15.231399,2.858723070944405,-2.7443589003873248,2.548993389831744
Eva Kjer Hansen,V,Sydjyllands Storkreds,V,34.322506,-2.8770254,8.587260163366054,2.3162461696158014,-1.1887488086056759
Eva Flyvholm,Ø,Sjællands Storkreds,Ø,-34.741512,-6.2158093,-7.840873317638685,0.46238577144652065,2.806060165124731
Fabian Munkholm Davidsen,Å,Fyns Storkreds,Å,-24.514145000000003,6.962891,-4.729127932918161,2.1239455819939557,-0.3029819906657346
Fatma Øktem,V,Østjyllands Storkreds,V,17.554415,-0.4643308,6.593258127836153,-0.2398072344845399,-2.947049617462452
Finn Grøn Nielsen,Ø,Nordjyllands Storkreds,K,-10.865311,4.741271,-4.510364547286642,-0.7240635476705778,-0.22182427362993745
Flemming Leer Jakobsen,Ø,Sydjyllands Storkreds,Ø,-36.386154,-11.810389,-7.037994144420607,1.0938468806505488,3.3617037735488267
Flemming Møller Mortensen,S,Nordjyllands Storkreds,S,-7.598203,-9.124888,-1.285832443481766,-5.4706206921517895,-1.6084293072097002
Flemming Andersen,V,Københavns Omegns Storkreds,V,14.941675,-0.45202276,6.155173420095513,-0.043024802832406984,-2.7853827102474353
Frederik Nilausen Dam,I,Fyns Storkreds,I,30.728122999999997,17.149535999999998,5.763965917117727,7.853177511855642,0.1478955159090142
Frederik Damgaard,I,Sjællands Storkreds,I,29.331096999999996,16.56396,5.316641946698998,6.350622579426285,-1.5269715592816164
Frederik Bloch Münster,C,Sydjyllands Storkreds,V,19.041373999999998,2.0842938,6.9547505263048945,-0.2556238123627728,-2.120954435553445
Frits Hammershøj,K,Vestjyllands Storkreds,K,-12.595952,6.2160106,-2.4596922435838287,0.4418317145339382,-2.317779892947797
Frode Larsen,D,Nordjyllands Storkreds,D,36.317204,-3.9043777000000004,10.213298588546055,-0.1503526049226916,3.8752581676119378
Gert Lassen,UP,Nordsjællands Storkreds,O,22.19613,-15.224798999999999,2.7558537517007844,-0.7360988086627499,2.1679370989698907
Gert Dyrn,E,Fyns Storkreds,B,-20.823065,11.739535,-2.265710958030509,5.348614715263051,0.4166610243987089
Gert Brennalt,K,Sydjyllands Storkreds,B,-14.103295000000001,4.2659225,-3.1537492099696314,0.13164215430438894,-1.4610328622925017
